"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.1081,0.002,0.1083,0.0636
"2","(0,0.595)","2.23","10",0.0818,0.0011,0.0892,0.0459
"3","(0,0.576)","2.13"," 9",0.0753,8e-04,0.084,0.0412
"4","(0,0.554)","2.01"," 8",0.0665,0.001,0.076,0.0353
"5","(0,0.53)","1.89"," 7",0.0617,9e-04,0.0729,0.0321
"6","(0,0.503)","1.76"," 6",0.0572,7e-04,0.0679,0.0292
"7","(0,0.471)","1.62"," 5",0.0502,4e-04,0.0614,0.0253
"8","(0,0.433)","1.46"," 4",0.0396,4e-04,0.0521,0.0197
"9","(0,0.24)","0.74"," 1",0.0207,2e-04,0.029,0.01
