"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(4.4)","0","15",0.0402,0,0.0859,0.0166
"2","(4.6)","0","10",0.0379,0,0.0809,0.0154
"3","(4.667)","0"," 9",0.0384,0,0.0818,0.016
"4","(4.75)","0"," 8",0.0375,0,0.08,0.015
"5","(4.857)","0"," 7",0.0366,0,0.0784,0.0148
"6","(5)","0"," 6",0.035,0,0.076,0.0141
"7","(5.2)","0"," 5",0.035,0,0.0745,0.0137
"8","(5.5)","0"," 4",0.0318,0,0.0699,0.0126
"9","(10)","0"," 1",0.0244,0,0.0524,0.0097
