"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.0984,0,0.0984,0.0455
"2","(0,0.595)","2.23","10",0.0744,0,0.0814,0.0332
"3","(0,0.576)","2.13"," 9",0.0702,0,0.077,0.0306
"4","(0,0.554)","2.01"," 8",0.0643,0,0.072,0.0273
"5","(0,0.53)","1.89"," 7",0.0576,0,0.0662,0.0245
"6","(0,0.503)","1.76"," 6",0.053,0,0.063,0.0221
"7","(0,0.471)","1.62"," 5",0.046,0,0.0558,0.0192
"8","(0,0.433)","1.46"," 4",0.0417,0,0.0504,0.0164
"9","(0,0.24)","0.74"," 1",0.0234,0,0.03,0.0084
