"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.114,0.0441,0.1151,0.0788
"2","(0,0.595)","2.23","10",0.0875,0.0308,0.0946,0.0568
"3","(0,0.576)","2.13"," 9",0.078,0.0278,0.0864,0.0491
"4","(0,0.554)","2.01"," 8",0.0723,0.0243,0.0805,0.0441
"5","(0,0.53)","1.89"," 7",0.0647,0.0205,0.0752,0.0387
"6","(0,0.503)","1.76"," 6",0.0583,0.0178,0.0698,0.0338
"7","(0,0.471)","1.62"," 5",0.0502,0.0149,0.0624,0.0291
"8","(0,0.433)","1.46"," 4",0.0407,0.0114,0.0536,0.0232
"9","(0,0.24)","0.74"," 1",0.0182,0.0045,0.0293,0.01
