"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(6.462,1)","2.44","15",0.0919,0.117,0.1049,0.0801
"2","(7.53,1)","2.08","10",0.0725,0.0947,0.0859,0.0592
"3","(7.88,1)","1.99"," 9",0.0678,0.089,0.0808,0.0541
"4","(8.314,1)","1.89"," 8",0.0621,0.0823,0.0758,0.0492
"5","(8.87,1)","1.79"," 7",0.0567,0.0758,0.0696,0.0429
"6","(9.606,1)","1.67"," 6",0.0515,0.0693,0.0652,0.0383
"7","(10.629,1)","1.54"," 5",0.0452,0.0621,0.0594,0.0325
"8","(12.155,1)","1.39"," 4",0.0384,0.0532,0.0525,0.028
"9","(34.756,1)","0.72"," 1",0.0157,0.0231,0.0266,0.01
