"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.1593,0.2206,0.1347,0.1347
"2","(1.2)","2.58","10",0.1207,0.1744,0.0899,0.0895
"3","(1.333)","2.45"," 9",0.1124,0.1634,0.0809,0.0802
"4","(1.5)","2.31"," 8",0.1028,0.1522,0.0712,0.0696
"5","(1.714)","2.16"," 7",0.0931,0.14,0.0619,0.0591
"6","(2)","2.00"," 6",0.0819,0.1297,0.0561,0.0506
"7","(2.4)","1.83"," 5",0.0699,0.1142,0.051,0.0409
"8","(3)","1.63"," 4",0.0569,0.0987,0.0478,0.0317
"9","(12)","0.82"," 1",0.0166,0.0413,0.0298,0.0098
