"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,1)","0","0",0.01,0.0148,0.0302,0.0063
"2","(0,10)","0","0",0.0097,0.0147,0.0276,0.0059
"3","(0,100)","0","0",0.0098,0.0148,0.0196,0.0064
"4","(10,1)","0","0",0.0104,0.0153,0.0306,0.0066
"5","(10,10)","0","0",0.0096,0.0146,0.0275,0.006
"6","(10,100)","0","0",0.0092,0.0146,0.0198,0.0058
"7","(100,1)","0","0",0.0096,0.0144,0.0296,0.006
"8","(100,10)","0","0",0.0096,0.0142,0.0274,0.0057
"9","(100,100)","0","0",0.0095,0.0143,0.0193,0.006
