"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.1957,0.115,0.1334,0.1318
"2","(1.2)","2.58","10",0.1417,0.0683,0.0903,0.0832
"3","(1.333)","2.45"," 9",0.1308,0.0598,0.0848,0.075
"4","(1.5)","2.31"," 8",0.1179,0.0508,0.0768,0.064
"5","(1.714)","2.16"," 7",0.1039,0.0422,0.0714,0.0544
"6","(2)","2.00"," 6",0.0912,0.0336,0.0676,0.0455
"7","(2.4)","1.83"," 5",0.0754,0.0258,0.0634,0.0359
"8","(3)","1.63"," 4",0.0594,0.0191,0.0588,0.0277
"9","(12)","0.82"," 1",0.0186,0.0043,0.0299,0.0092
