"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.1793,0.008,0.1226,0.1088
"2","(0.859,1)","2.52","10",0.138,0.0044,0.0955,0.0751
"3","(0.886,1)","2.40"," 9",0.1251,0.0036,0.0874,0.0644
"4","(0.917,1)","2.28"," 8",0.1171,0.0032,0.0817,0.0576
"5","(0.955,1)","2.14"," 7",0.1028,0.0026,0.0765,0.05
"6","(1,1)","2.00"," 6",0.0914,0.0018,0.0695,0.0416
"7","(1.056,1)","1.84"," 5",0.0784,0.0015,0.0639,0.0346
"8","(1.128,1)","1.67"," 4",0.064,8e-04,0.0574,0.0271
"9","(1.615,1)","0.95"," 1",0.0231,1e-04,0.0309,0.0092
