"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.5451,0.6652,0.6025,0.6025
"2","(1.2)","2.58","10",0.5589,0.6792,0.6043,0.6043
"3","(1.333)","2.45"," 9",0.5625,0.685,0.6082,0.608
"4","(1.5)","2.31"," 8",0.5689,0.6914,0.6131,0.6129
"5","(1.714)","2.16"," 7",0.5754,0.698,0.612,0.6114
"6","(2)","2.00"," 6",0.5858,0.7083,0.621,0.62
"7","(2.4)","1.83"," 5",0.593,0.7199,0.6262,0.6234
"8","(3)","1.63"," 4",0.6022,0.7298,0.6337,0.6273
"9","(12)","0.82"," 1",0.661,0.8098,0.7069,0.6496
