"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.4933,0.3468,0.4507,0.4474
"2","(0.859,1)","2.52","10",0.4659,0.3014,0.4047,0.3963
"3","(0.886,1)","2.40"," 9",0.4581,0.2922,0.3928,0.3823
"4","(0.917,1)","2.28"," 8",0.4526,0.2814,0.3859,0.3724
"5","(0.955,1)","2.14"," 7",0.4432,0.2668,0.3675,0.3512
"6","(1,1)","2.00"," 6",0.4335,0.2527,0.3564,0.3341
"7","(1.056,1)","1.84"," 5",0.425,0.2348,0.3437,0.3139
"8","(1.128,1)","1.67"," 4",0.4133,0.2197,0.334,0.2922
"9","(1.615,1)","0.95"," 1",0.3556,0.1473,0.3335,0.2043
