"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.5159,0.5915,0.5168,0.5168
"2","(1.2)","2.58","10",0.5146,0.5874,0.5035,0.5031
"3","(1.333)","2.45"," 9",0.5139,0.5849,0.5006,0.4998
"4","(1.5)","2.31"," 8",0.5133,0.5847,0.4992,0.4975
"5","(1.714)","2.16"," 7",0.5154,0.586,0.496,0.4932
"6","(2)","2.00"," 6",0.519,0.586,0.4972,0.4919
"7","(2.4)","1.83"," 5",0.5201,0.5882,0.4964,0.4857
"8","(3)","1.63"," 4",0.5244,0.5925,0.5021,0.4837
"9","(12)","0.82"," 1",0.5265,0.6151,0.5585,0.4588
