"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.4145,0,0.306,0.2841
"2","(0.859,1)","2.52","10",0.3757,0,0.2687,0.2327
"3","(0.886,1)","2.40"," 9",0.3626,0,0.2604,0.2211
"4","(0.917,1)","2.28"," 8",0.3516,0,0.2504,0.2062
"5","(0.955,1)","2.14"," 7",0.3418,0,0.2443,0.1921
"6","(1,1)","2.00"," 6",0.3263,0,0.237,0.1782
"7","(1.056,1)","1.84"," 5",0.3053,0,0.2276,0.1606
"8","(1.128,1)","1.67"," 4",0.2913,0,0.2227,0.1444
"9","(1.615,1)","0.95"," 1",0.2024,0,0.2031,0.0844
