"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.4842,0.3568,0.4108,0.41
"2","(0.6,1)","2.58","10",0.4604,0.3048,0.3781,0.3737
"3","(0.667,1)","2.45"," 9",0.4528,0.2919,0.3711,0.3646
"4","(0.75,1)","2.31"," 8",0.4502,0.2809,0.3653,0.3562
"5","(0.857,1)","2.16"," 7",0.4398,0.2662,0.359,0.3445
"6","(1,1)","2.00"," 6",0.4349,0.2527,0.3556,0.3332
"7","(1.2,1)","1.83"," 5",0.4262,0.2391,0.356,0.3222
"8","(1.5,1)","1.63"," 4",0.4148,0.2215,0.3584,0.3082
"9","(6,1)","0.82"," 1",0.3515,0.1503,0.382,0.2453
