"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(4.4)","0","15",0.415,0.2357,0.6376,0.3606
"2","(4.6)","0","10",0.4084,0.226,0.6336,0.3514
"3","(4.667)","0"," 9",0.4039,0.2241,0.63,0.347
"4","(4.75)","0"," 8",0.4043,0.2222,0.6277,0.3445
"5","(4.857)","0"," 7",0.3981,0.2156,0.6247,0.34
"6","(5)","0"," 6",0.3941,0.2116,0.6203,0.3341
"7","(5.2)","0"," 5",0.3902,0.2054,0.6184,0.3279
"8","(5.5)","0"," 4",0.383,0.1998,0.6105,0.3182
"9","(10)","0"," 1",0.3387,0.1502,0.5718,0.2607
