"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.4825,0.3552,0.4096,0.4089
"2","(1.2)","2.58","10",0.46,0.3023,0.3782,0.3734
"3","(1.333)","2.45"," 9",0.4544,0.2936,0.3726,0.3667
"4","(1.5)","2.31"," 8",0.4466,0.2801,0.3642,0.3543
"5","(1.714)","2.16"," 7",0.4414,0.2661,0.3577,0.3431
"6","(2)","2.00"," 6",0.4346,0.2517,0.3558,0.3337
"7","(2.4)","1.83"," 5",0.4241,0.2373,0.3545,0.321
"8","(3)","1.63"," 4",0.4132,0.2198,0.3566,0.3062
"9","(12)","0.82"," 1",0.3495,0.1493,0.3809,0.2454
