"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(4.4)","0","15",0.2643,0,0.4439,0.1445
"2","(4.6)","0","10",0.2601,0,0.4351,0.1402
"3","(4.667)","0"," 9",0.2562,0,0.4332,0.1358
"4","(4.75)","0"," 8",0.2528,0,0.429,0.1342
"5","(4.857)","0"," 7",0.2501,0,0.4249,0.1326
"6","(5)","0"," 6",0.2443,0,0.4188,0.128
"7","(5.2)","0"," 5",0.2414,0,0.4148,0.1258
"8","(5.5)","0"," 4",0.2339,0,0.4075,0.1221
"9","(10)","0"," 1",0.1946,0,0.3555,0.094
