"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(6.462,1)","2.44","15",0.634,0.7448,0.8166,0.8162
"2","(7.53,1)","2.08","10",0.6333,0.7475,0.8005,0.7998
"3","(7.88,1)","1.99"," 9",0.6342,0.7483,0.795,0.7942
"4","(8.314,1)","1.89"," 8",0.635,0.7512,0.7907,0.7892
"5","(8.87,1)","1.79"," 7",0.6352,0.7541,0.7852,0.7836
"6","(9.606,1)","1.67"," 6",0.637,0.7567,0.7772,0.7748
"7","(10.629,1)","1.54"," 5",0.6406,0.7614,0.77,0.7668
"8","(12.155,1)","1.39"," 4",0.6422,0.7673,0.759,0.7544
"9","(34.756,1)","0.72"," 1",0.665,0.8172,0.7284,0.6964
