"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.4243,0,0.2955,0.2873
"2","(0.6,1)","2.58","10",0.379,0,0.2564,0.2324
"3","(0.667,1)","2.45"," 9",0.3692,0,0.2519,0.2222
"4","(0.75,1)","2.31"," 8",0.3567,0,0.246,0.2089
"5","(0.857,1)","2.16"," 7",0.3429,0,0.2402,0.1937
"6","(1,1)","2.00"," 6",0.3261,0,0.2379,0.1787
"7","(1.2,1)","1.83"," 5",0.308,0,0.2346,0.1605
"8","(1.5,1)","1.63"," 4",0.2869,0,0.2373,0.145
"9","(6,1)","0.82"," 1",0.1967,0,0.2141,0.0903
