"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.4903,0.3225,0.5147,0.4966
"2","(0,0.595)","2.23","10",0.4673,0.2878,0.4802,0.4504
"3","(0,0.576)","2.13"," 9",0.4641,0.2819,0.475,0.4416
"4","(0,0.554)","2.01"," 8",0.454,0.2684,0.4624,0.4241
"5","(0,0.53)","1.89"," 7",0.4498,0.2599,0.4544,0.4108
"6","(0,0.503)","1.76"," 6",0.4382,0.2444,0.444,0.3929
"7","(0,0.471)","1.62"," 5",0.4272,0.233,0.4331,0.3749
"8","(0,0.433)","1.46"," 4",0.4143,0.2176,0.421,0.3514
"9","(0,0.24)","0.74"," 1",0.3458,0.1508,0.3857,0.2627
