"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.4679,0.0566,0.3623,0.3598
"2","(0.6,1)","2.58","10",0.437,0.032,0.3192,0.3088
"3","(0.667,1)","2.45"," 9",0.4306,0.0299,0.3158,0.3014
"4","(0.75,1)","2.31"," 8",0.4228,0.0256,0.3082,0.2885
"5","(0.857,1)","2.16"," 7",0.4118,0.0231,0.3014,0.2752
"6","(1,1)","2.00"," 6",0.3958,0.0194,0.2981,0.2603
"7","(1.2,1)","1.83"," 5",0.3799,0.0163,0.2954,0.245
"8","(1.5,1)","1.63"," 4",0.3649,0.0134,0.2983,0.2281
"9","(6,1)","0.82"," 1",0.2715,0.0049,0.2995,0.1619
