"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.4528,0.0283,0.4253,0.3872
"2","(0,0.595)","2.23","10",0.4198,0.0197,0.3945,0.3405
"3","(0,0.576)","2.13"," 9",0.4103,0.0189,0.3849,0.3251
"4","(0,0.554)","2.01"," 8",0.4007,0.0173,0.3784,0.3126
"5","(0,0.53)","1.89"," 7",0.3892,0.0148,0.3706,0.2982
"6","(0,0.503)","1.76"," 6",0.3807,0.0137,0.363,0.2837
"7","(0,0.471)","1.62"," 5",0.364,0.0117,0.3511,0.2653
"8","(0,0.433)","1.46"," 4",0.3462,0.0098,0.3412,0.2437
"9","(0,0.24)","0.74"," 1",0.2697,0.0044,0.3013,0.1714
