"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.3363,0,0.2214,0.2125
"2","(0.6,1)","2.58","10",0.2777,0,0.1797,0.156
"3","(0.667,1)","2.45"," 9",0.2656,0,0.1743,0.1444
"4","(0.75,1)","2.31"," 8",0.2477,0,0.1662,0.1284
"5","(0.857,1)","2.16"," 7",0.2329,0,0.1618,0.1162
"6","(1,1)","2.00"," 6",0.2157,0,0.1607,0.1053
"7","(1.2,1)","1.83"," 5",0.195,0,0.1571,0.0918
"8","(1.5,1)","1.63"," 4",0.1707,0,0.1508,0.0763
"9","(6,1)","0.82"," 1",0.0966,0,0.1151,0.0399
