"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(4.4)","0","15",0.1439,0,0.2688,0.0692
"2","(4.6)","0","10",0.1411,0,0.2628,0.0659
"3","(4.667)","0"," 9",0.1391,0,0.2603,0.0656
"4","(4.75)","0"," 8",0.1353,0,0.2548,0.0642
"5","(4.857)","0"," 7",0.135,0,0.2538,0.0632
"6","(5)","0"," 6",0.1305,0,0.2469,0.0596
"7","(5.2)","0"," 5",0.1251,0,0.2393,0.0577
"8","(5.5)","0"," 4",0.1231,0,0.237,0.0568
"9","(10)","0"," 1",0.0965,0,0.192,0.042
