"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.3806,0.4385,0.3902,0.3895
"2","(0.859,1)","2.52","10",0.3512,0.4057,0.333,0.3304
"3","(0.886,1)","2.40"," 9",0.3443,0.396,0.3147,0.3114
"4","(0.917,1)","2.28"," 8",0.3384,0.391,0.3031,0.298
"5","(0.955,1)","2.14"," 7",0.3293,0.3814,0.2873,0.2805
"6","(1,1)","2.00"," 6",0.3206,0.3695,0.2689,0.2589
"7","(1.056,1)","1.84"," 5",0.3089,0.3581,0.2522,0.2371
"8","(1.128,1)","1.67"," 4",0.2962,0.3428,0.2337,0.2102
"9","(1.615,1)","0.95"," 1",0.2312,0.2845,0.2266,0.1235
