"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.3703,0.4317,0.3434,0.3434
"2","(0.6,1)","2.58","10",0.3481,0.4012,0.304,0.303
"3","(0.667,1)","2.45"," 9",0.3411,0.3935,0.2959,0.2943
"4","(0.75,1)","2.31"," 8",0.3364,0.3869,0.2878,0.2845
"5","(0.857,1)","2.16"," 7",0.3272,0.3778,0.2747,0.2691
"6","(1,1)","2.00"," 6",0.319,0.369,0.2687,0.2587
"7","(1.2,1)","1.83"," 5",0.3132,0.3615,0.2633,0.2454
"8","(1.5,1)","1.63"," 4",0.2987,0.3499,0.26,0.2291
"9","(6,1)","0.82"," 1",0.2244,0.2874,0.2681,0.1639
