"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.349,0.0231,0.263,0.2509
"2","(0.859,1)","2.52","10",0.3044,0.0154,0.2186,0.1978
"3","(0.886,1)","2.40"," 9",0.298,0.0143,0.2124,0.1873
"4","(0.917,1)","2.28"," 8",0.283,0.0119,0.2038,0.1749
"5","(0.955,1)","2.14"," 7",0.2719,0.0109,0.1966,0.1619
"6","(1,1)","2.00"," 6",0.2546,0.0086,0.1861,0.1453
"7","(1.056,1)","1.84"," 5",0.2362,0.0072,0.1765,0.1286
"8","(1.128,1)","1.67"," 4",0.2156,0.0058,0.1672,0.112
"9","(1.615,1)","0.95"," 1",0.1256,0.0016,0.1422,0.0564
