"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.3026,0.0117,0.2794,0.2281
"2","(0,0.595)","2.23","10",0.2638,0.0084,0.248,0.1832
"3","(0,0.576)","2.13"," 9",0.2535,0.0066,0.2402,0.1733
"4","(0,0.554)","2.01"," 8",0.2393,0.0062,0.233,0.1613
"5","(0,0.53)","1.89"," 7",0.2274,0.0053,0.2243,0.1507
"6","(0,0.503)","1.76"," 6",0.2141,0.0047,0.2163,0.1376
"7","(0,0.471)","1.62"," 5",0.1982,0.0036,0.2057,0.1246
"8","(0,0.433)","1.46"," 4",0.1852,0.0033,0.1979,0.1114
"9","(0,0.24)","0.74"," 1",0.1172,0.0014,0.1466,0.0641
