"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.335,0,0.2214,0.2121
"2","(1.2)","2.58","10",0.2785,0,0.1807,0.157
"3","(1.333)","2.45"," 9",0.2652,0,0.1743,0.1442
"4","(1.5)","2.31"," 8",0.2484,0,0.1662,0.129
"5","(1.714)","2.16"," 7",0.2317,0,0.1628,0.117
"6","(2)","2.00"," 6",0.2174,0,0.1585,0.1042
"7","(2.4)","1.83"," 5",0.1951,0,0.1558,0.0901
"8","(3)","1.63"," 4",0.1715,0,0.152,0.0772
"9","(12)","0.82"," 1",0.0961,0,0.1148,0.04
