"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.361,0.2256,0.3032,0.2981
"2","(0.859,1)","2.52","10",0.3199,0.1785,0.2514,0.2398
"3","(0.886,1)","2.40"," 9",0.3111,0.1718,0.2431,0.2286
"4","(0.917,1)","2.28"," 8",0.3027,0.1612,0.2323,0.2147
"5","(0.955,1)","2.14"," 7",0.2843,0.1441,0.2168,0.1953
"6","(1,1)","2.00"," 6",0.2736,0.1339,0.2077,0.1796
"7","(1.056,1)","1.84"," 5",0.259,0.1198,0.197,0.162
"8","(1.128,1)","1.67"," 4",0.2379,0.1045,0.1874,0.1403
"9","(1.615,1)","0.95"," 1",0.1557,0.0505,0.1696,0.076
