"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(6.462,1)","2.44","15",0.4172,0.5379,0.5477,0.5441
"2","(7.53,1)","2.08","10",0.4022,0.5258,0.5061,0.4995
"3","(7.88,1)","1.99"," 9",0.3969,0.5228,0.4955,0.4876
"4","(8.314,1)","1.89"," 8",0.389,0.5169,0.4802,0.4709
"5","(8.87,1)","1.79"," 7",0.3804,0.5105,0.4667,0.4554
"6","(9.606,1)","1.67"," 6",0.376,0.5094,0.4524,0.4386
"7","(10.629,1)","1.54"," 5",0.3677,0.5027,0.4354,0.4173
"8","(12.155,1)","1.39"," 4",0.3544,0.4972,0.4123,0.3882
"9","(34.756,1)","0.72"," 1",0.2947,0.4652,0.3465,0.2731
