"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.4218,0.5326,0.564,0.5623
"2","(0,0.595)","2.23","10",0.3983,0.516,0.5111,0.5064
"3","(0,0.576)","2.13"," 9",0.3949,0.5155,0.5015,0.4955
"4","(0,0.554)","2.01"," 8",0.3855,0.507,0.4828,0.4746
"5","(0,0.53)","1.89"," 7",0.3804,0.5053,0.4679,0.458
"6","(0,0.503)","1.76"," 6",0.3733,0.5023,0.4518,0.4378
"7","(0,0.471)","1.62"," 5",0.3657,0.4971,0.4328,0.4144
"8","(0,0.433)","1.46"," 4",0.3525,0.4884,0.4105,0.3859
"9","(0,0.24)","0.74"," 1",0.296,0.4641,0.349,0.2695
