"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(6.462,1)","2.44","15",0.267,0.0076,0.2598,0.1925
"2","(7.53,1)","2.08","10",0.2364,0.0057,0.2363,0.1615
"3","(7.88,1)","1.99"," 9",0.2285,0.0052,0.2313,0.1545
"4","(8.314,1)","1.89"," 8",0.2186,0.0046,0.224,0.1454
"5","(8.87,1)","1.79"," 7",0.2106,0.0043,0.2194,0.139
"6","(9.606,1)","1.67"," 6",0.2,0.0039,0.2106,0.1303
"7","(10.629,1)","1.54"," 5",0.1878,0.0035,0.2013,0.1191
"8","(12.155,1)","1.39"," 4",0.1748,0.0028,0.1914,0.108
"9","(34.756,1)","0.72"," 1",0.1174,0.0015,0.1452,0.0643
