"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(6.462,1)","2.44","15",0.3022,0.1518,0.3095,0.264
"2","(7.53,1)","2.08","10",0.2759,0.1293,0.2818,0.2262
"3","(7.88,1)","1.99"," 9",0.2683,0.1235,0.2754,0.218
"4","(8.314,1)","1.89"," 8",0.2582,0.1153,0.2675,0.2074
"5","(8.87,1)","1.79"," 7",0.2502,0.1112,0.2622,0.1987
"6","(9.606,1)","1.67"," 6",0.2407,0.1022,0.2521,0.1852
"7","(10.629,1)","1.54"," 5",0.2279,0.0966,0.2424,0.1712
"8","(12.155,1)","1.39"," 4",0.2119,0.085,0.2292,0.1556
"9","(34.756,1)","0.72"," 1",0.144,0.0472,0.1813,0.0937
