"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,1)","0","0",0.1128,0.0339,0.2438,0.0704
"2","(0,10)","0","0",0.1125,0.0343,0.2402,0.0696
"3","(0,100)","0","0",0.1131,0.0338,0.1775,0.0701
"4","(10,1)","0","0",0.1126,0.0338,0.2462,0.0698
"5","(10,10)","0","0",0.112,0.0337,0.2436,0.0703
"6","(10,100)","0","0",0.1133,0.0345,0.1775,0.0704
"7","(100,1)","0","0",0.1122,0.0339,0.243,0.0695
"8","(100,10)","0","0",0.1137,0.0335,0.245,0.0705
"9","(100,100)","0","0",0.1128,0.0343,0.1784,0.0703
