"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.3838,0.4914,0.3932,0.3932
"2","(0.6,1)","2.58","10",0.3739,0.481,0.3651,0.3649
"3","(0.667,1)","2.45"," 9",0.3667,0.4765,0.3553,0.3548
"4","(0.75,1)","2.31"," 8",0.362,0.4736,0.3442,0.3436
"5","(0.857,1)","2.16"," 7",0.3573,0.4696,0.3383,0.3366
"6","(1,1)","2.00"," 6",0.3587,0.4728,0.3313,0.3277
"7","(1.2,1)","1.83"," 5",0.35,0.4682,0.3202,0.3128
"8","(1.5,1)","1.63"," 4",0.347,0.4714,0.3209,0.3047
"9","(6,1)","0.82"," 1",0.3016,0.4673,0.3465,0.245
