"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.3579,0.036,0.2548,0.2515
"2","(1.2)","2.58","10",0.3129,0.018,0.2109,0.1981
"3","(1.333)","2.45"," 9",0.2998,0.0155,0.2028,0.1863
"4","(1.5)","2.31"," 8",0.2867,0.0125,0.1953,0.1735
"5","(1.714)","2.16"," 7",0.2709,0.0105,0.1901,0.1595
"6","(2)","2.00"," 6",0.2514,0.0086,0.1829,0.1431
"7","(2.4)","1.83"," 5",0.2306,0.0063,0.181,0.1286
"8","(3)","1.63"," 4",0.2083,0.0055,0.1786,0.1137
"9","(12)","0.82"," 1",0.1212,0.0016,0.1499,0.0638
