"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.3624,0.2457,0.2844,0.2833
"2","(1.2)","2.58","10",0.3216,0.1872,0.2377,0.2315
"3","(1.333)","2.45"," 9",0.3129,0.1768,0.2307,0.2219
"4","(1.5)","2.31"," 8",0.3022,0.1629,0.2222,0.2096
"5","(1.714)","2.16"," 7",0.2894,0.1508,0.2129,0.1939
"6","(2)","2.00"," 6",0.2739,0.1331,0.2065,0.1787
"7","(2.4)","1.83"," 5",0.2599,0.1217,0.2075,0.1674
"8","(3)","1.63"," 4",0.238,0.1027,0.2033,0.1477
"9","(12)","0.82"," 1",0.1477,0.048,0.1838,0.0879
