"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.3978,0.5071,0.4644,0.4643
"2","(0.859,1)","2.52","10",0.3794,0.4883,0.4038,0.4033
"3","(0.886,1)","2.40"," 9",0.3747,0.4845,0.3874,0.3865
"4","(0.917,1)","2.28"," 8",0.3702,0.4817,0.37,0.3689
"5","(0.955,1)","2.14"," 7",0.3623,0.4744,0.3498,0.3478
"6","(1,1)","2.00"," 6",0.3566,0.4708,0.3289,0.3255
"7","(1.056,1)","1.84"," 5",0.3474,0.4644,0.307,0.3007
"8","(1.128,1)","1.67"," 4",0.3428,0.4642,0.2874,0.276
"9","(1.615,1)","0.95"," 1",0.2992,0.4537,0.2673,0.1719
