"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.5622,0.046,0.5456,0.5197
"2","(0,0.595)","2.23","10",0.5385,0.037,0.5174,0.4768
"3","(0,0.576)","2.13"," 9",0.5339,0.0338,0.5081,0.4642
"4","(0,0.554)","2.01"," 8",0.5246,0.0313,0.5002,0.4515
"5","(0,0.53)","1.89"," 7",0.5152,0.0295,0.4903,0.4352
"6","(0,0.503)","1.76"," 6",0.5075,0.0267,0.4839,0.4213
"7","(0,0.471)","1.62"," 5",0.4959,0.0229,0.4734,0.4002
"8","(0,0.433)","1.46"," 4",0.4842,0.0202,0.4662,0.3832
"9","(0,0.24)","0.74"," 1",0.4212,0.0102,0.4432,0.2994
