"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(4.4)","0","15",0.4845,0.0218,0.7049,0.3954
"2","(4.6)","0","10",0.4789,0.0206,0.699,0.3857
"3","(4.667)","0"," 9",0.4769,0.0199,0.7005,0.3839
"4","(4.75)","0"," 8",0.473,0.02,0.6972,0.3777
"5","(4.857)","0"," 7",0.4714,0.0185,0.6969,0.3768
"6","(5)","0"," 6",0.4686,0.0182,0.692,0.3727
"7","(5.2)","0"," 5",0.462,0.0171,0.6891,0.3647
"8","(5.5)","0"," 4",0.454,0.0167,0.6837,0.3525
"9","(10)","0"," 1",0.4126,0.0113,0.6511,0.2986
