"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.5429,0.0771,0.4398,0.438
"2","(0.6,1)","2.58","10",0.529,0.0485,0.4116,0.4032
"3","(0.667,1)","2.45"," 9",0.5272,0.045,0.41,0.3992
"4","(0.75,1)","2.31"," 8",0.5164,0.0388,0.4007,0.3854
"5","(0.857,1)","2.16"," 7",0.5142,0.0354,0.3997,0.3785
"6","(1,1)","2.00"," 6",0.5054,0.0316,0.3977,0.3664
"7","(1.2,1)","1.83"," 5",0.4962,0.0272,0.3971,0.3553
"8","(1.5,1)","1.63"," 4",0.4927,0.0245,0.4088,0.3477
"9","(6,1)","0.82"," 1",0.4233,0.0109,0.4364,0.2857
