"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.6376,0.7176,0.7265,0.7263
"2","(0.859,1)","2.52","10",0.6399,0.7166,0.7004,0.6998
"3","(0.886,1)","2.40"," 9",0.6395,0.718,0.6929,0.6922
"4","(0.917,1)","2.28"," 8",0.6444,0.7201,0.6893,0.6882
"5","(0.955,1)","2.14"," 7",0.6473,0.7232,0.6815,0.6797
"6","(1,1)","2.00"," 6",0.6516,0.7273,0.672,0.6691
"7","(1.056,1)","1.84"," 5",0.6612,0.7366,0.6657,0.6615
"8","(1.128,1)","1.67"," 4",0.6695,0.7413,0.6586,0.6506
"9","(1.615,1)","0.95"," 1",0.7333,0.8055,0.674,0.608
