"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.4894,0,0.3778,0.3588
"2","(0.859,1)","2.52","10",0.4572,0,0.3399,0.3072
"3","(0.886,1)","2.40"," 9",0.4492,0,0.3307,0.2941
"4","(0.917,1)","2.28"," 8",0.4397,0,0.3217,0.2794
"5","(0.955,1)","2.14"," 7",0.4294,0,0.3178,0.2697
"6","(1,1)","2.00"," 6",0.417,0,0.306,0.2506
"7","(1.056,1)","1.84"," 5",0.4046,0,0.2992,0.232
"8","(1.128,1)","1.67"," 4",0.3862,0,0.2926,0.2126
"9","(1.615,1)","0.95"," 1",0.3066,0,0.284,0.1403
