"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(6.462,1)","2.44","15",0.6984,0.7688,0.8402,0.8395
"2","(7.53,1)","2.08","10",0.6978,0.7698,0.8295,0.8282
"3","(7.88,1)","1.99"," 9",0.6982,0.769,0.8236,0.8218
"4","(8.314,1)","1.89"," 8",0.7022,0.7737,0.8231,0.821
"5","(8.87,1)","1.79"," 7",0.7019,0.7723,0.8175,0.8148
"6","(9.606,1)","1.67"," 6",0.7023,0.7741,0.8107,0.8076
"7","(10.629,1)","1.54"," 5",0.7058,0.7794,0.8086,0.8039
"8","(12.155,1)","1.39"," 4",0.7107,0.7849,0.8046,0.7984
"9","(34.756,1)","0.72"," 1",0.7399,0.8228,0.7887,0.7578
