"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.6556,0.7756,0.7418,0.7418
"2","(0.6,1)","2.58","10",0.6827,0.7979,0.768,0.768
"3","(0.667,1)","2.45"," 9",0.6927,0.8061,0.7745,0.7744
"4","(0.75,1)","2.31"," 8",0.7031,0.8159,0.784,0.7839
"5","(0.857,1)","2.16"," 7",0.7126,0.8247,0.7922,0.7921
"6","(1,1)","2.00"," 6",0.7242,0.8348,0.8034,0.803
"7","(1.2,1)","1.83"," 5",0.7405,0.8478,0.8151,0.8143
"8","(1.5,1)","1.63"," 4",0.759,0.8634,0.8304,0.8286
"9","(6,1)","0.82"," 1",0.8518,0.9382,0.9045,0.8871
