"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,0.669)","2.68","15",0.6795,0.751,0.832,0.8313
"2","(0,0.595)","2.23","10",0.6846,0.7545,0.8191,0.8177
"3","(0,0.576)","2.13"," 9",0.6863,0.7577,0.8172,0.8153
"4","(0,0.554)","2.01"," 8",0.6853,0.7579,0.8133,0.8111
"5","(0,0.53)","1.89"," 7",0.6894,0.7618,0.8096,0.8068
"6","(0,0.503)","1.76"," 6",0.6914,0.7653,0.8049,0.8009
"7","(0,0.471)","1.62"," 5",0.6963,0.7684,0.8021,0.7967
"8","(0,0.433)","1.46"," 4",0.7014,0.7752,0.7966,0.7884
"9","(0,0.24)","0.74"," 1",0.7402,0.8214,0.7922,0.7555
