"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.584,0.4433,0.5691,0.5672
"2","(0.859,1)","2.52","10",0.5696,0.4053,0.5289,0.5232
"3","(0.886,1)","2.40"," 9",0.5664,0.3979,0.5198,0.5133
"4","(0.917,1)","2.28"," 8",0.5607,0.3858,0.5084,0.4997
"5","(0.955,1)","2.14"," 7",0.5581,0.3755,0.4968,0.4852
"6","(1,1)","2.00"," 6",0.5539,0.3626,0.4874,0.4713
"7","(1.056,1)","1.84"," 5",0.5529,0.351,0.477,0.4553
"8","(1.128,1)","1.67"," 4",0.5463,0.335,0.4691,0.4375
"9","(1.615,1)","0.95"," 1",0.5333,0.2716,0.4781,0.3565
