"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.658,0.776,0.7419,0.7419
"2","(1.2)","2.58","10",0.6848,0.7998,0.7675,0.7675
"3","(1.333)","2.45"," 9",0.6917,0.806,0.7732,0.7732
"4","(1.5)","2.31"," 8",0.7003,0.8117,0.78,0.7799
"5","(1.714)","2.16"," 7",0.711,0.8213,0.7902,0.7899
"6","(2)","2.00"," 6",0.7288,0.8374,0.805,0.8046
"7","(2.4)","1.83"," 5",0.7416,0.8488,0.8159,0.815
"8","(3)","1.63"," 4",0.7584,0.8644,0.83,0.8276
"9","(12)","0.82"," 1",0.8544,0.9396,0.906,0.8886
