"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0,1)","0","0",0.2616,0,0.4693,0.1276
"2","(0,10)","0","0",0.2617,0,0.4685,0.1294
"3","(0,100)","0","0",0.2656,0,0.3538,0.1297
"4","(10,1)","0","0",0.2629,0,0.4703,0.129
"5","(10,10)","0","0",0.2648,0,0.4692,0.1306
"6","(10,100)","0","0",0.2651,0,0.3536,0.1298
"7","(100,1)","0","0",0.2635,0,0.4695,0.1294
"8","(100,10)","0","0",0.2618,0,0.4676,0.129
"9","(100,100)","0","0",0.262,0,0.3796,0.1295
