"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.764,1)","3.03","15",0.6832,0.7912,0.8295,0.8294
"2","(0.859,1)","2.52","10",0.6947,0.8055,0.8161,0.8161
"3","(0.886,1)","2.40"," 9",0.7044,0.8134,0.8154,0.8153
"4","(0.917,1)","2.28"," 8",0.7105,0.8191,0.8107,0.8106
"5","(0.955,1)","2.14"," 7",0.7148,0.8253,0.8063,0.8061
"6","(1,1)","2.00"," 6",0.7266,0.8342,0.8031,0.8026
"7","(1.056,1)","1.84"," 5",0.7383,0.8457,0.801,0.8001
"8","(1.128,1)","1.67"," 4",0.7529,0.8603,0.7943,0.7926
"9","(1.615,1)","0.95"," 1",0.8467,0.9358,0.8128,0.783
