"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.8)","3.16","15",0.5416,0.0752,0.4383,0.4364
"2","(1.2)","2.58","10",0.5294,0.048,0.4156,0.4077
"3","(1.333)","2.45"," 9",0.5235,0.0433,0.4093,0.3977
"4","(1.5)","2.31"," 8",0.5196,0.0385,0.4021,0.3875
"5","(1.714)","2.16"," 7",0.5145,0.0351,0.4018,0.38
"6","(2)","2.00"," 6",0.5083,0.0317,0.4004,0.3705
"7","(2.4)","1.83"," 5",0.496,0.0279,0.4004,0.3569
"8","(3)","1.63"," 4",0.4877,0.0235,0.4025,0.3412
"9","(12)","0.82"," 1",0.4222,0.0108,0.434,0.2834
