"","params","skew","ex. kurt","Robust","Z6","R_lh","R_gamma2"
"1","(0.4,1)","3.16","15",0.6162,0.6998,0.6454,0.6454
"2","(0.6,1)","2.58","10",0.6295,0.7084,0.6527,0.6525
"3","(0.667,1)","2.45"," 9",0.6322,0.7123,0.6589,0.6586
"4","(0.75,1)","2.31"," 8",0.6368,0.7155,0.6598,0.6592
"5","(0.857,1)","2.16"," 7",0.6448,0.7213,0.6685,0.667
"6","(1,1)","2.00"," 6",0.655,0.7286,0.6753,0.6724
"7","(1.2,1)","1.83"," 5",0.6637,0.7387,0.6848,0.6799
"8","(1.5,1)","1.63"," 4",0.6805,0.7541,0.7001,0.6902
"9","(6,1)","0.82"," 1",0.7376,0.8148,0.7736,0.7201
